"Squirrel","date","tod","Feed","Forage","NestMove","NestNotMove","notmoving","Travel","total","Deploy","out","act","Grid","Treatment","Sex","Squirrel_ID"
"I17",2016-11-18,"day",5742,1478,2559,15080,771,99,25729,"Early November 2016",0.31443118659878,0.284465000583,"AG","foodsup","M",19890
"I17",2016-11-18,"dusk",1537,504,239,349,341,118,3088,"Early November 2016",0.809585492227979,0.699158031088083,"AG","foodsup","M",19890
"I17",2016-11-18,"night",799,464,5664,47010,537,20,54494,"Early November 2016",0.0333981722758469,0.0235438763900613,"AG","foodsup","M",19890
"I17",2016-11-19,"dawn",0,0,99,3011,0,0,3110,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-19,"day",4600,1017,4570,14650,561,56,25454,"Early November 2016",0.244912390979807,0.222872632984993,"AG","foodsup","M",19890
"I17",2016-11-19,"dusk",2384,567,0,0,55,104,3110,"Early November 2016",1,0.982315112540193,"AG","foodsup","M",19890
"I17",2016-11-19,"night",682,384,7555,45715,370,20,54726,"Early November 2016",0.0266052698899974,0.019844315316303,"AG","foodsup","M",19890
"I17",2016-11-20,"dawn",0,0,187,2945,0,0,3132,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-20,"day",6598,1442,3326,11884,1807,127,25184,"Early November 2016",0.396045108005083,0.324293202033037,"AG","foodsup","M",19890
"I17",2016-11-20,"dusk",399,171,719,1816,26,0,3131,"Early November 2016",0.1903545193229,0.182050463110827,"AG","foodsup","M",19890
"I17",2016-11-20,"night",743,223,6663,47220,99,5,54953,"Early November 2016",0.0194711844667261,0.0176696449693374,"AG","foodsup","M",19890
"I17",2016-11-21,"dawn",0,0,190,2963,0,0,3153,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-21,"day",6327,1367,3089,12460,1536,140,24919,"Early November 2016",0.376018299289699,0.314378586620651,"AG","foodsup","M",19890
"I17",2016-11-21,"dusk",99,494,454,2049,15,42,3153,"Early November 2016",0.206152870282271,0.20139549635268,"AG","foodsup","M",19890
"I17",2016-11-21,"night",3548,1261,5680,44335,261,90,55175,"Early November 2016",0.0935206162211146,0.0887902129587676,"AG","foodsup","M",19890
"I17",2016-11-22,"dawn",0,0,80,3094,0,0,3174,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-22,"day",3639,2049,3777,14121,871,201,24658,"Early November 2016",0.274150377159543,0.238827155487063,"AG","foodsup","M",19890
"I17",2016-11-22,"dusk",0,0,341,2833,0,0,3174,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-22,"night",1905,786,5562,46792,297,52,55394,"Early November 2016",0.0548795898472759,0.0495179983391703,"AG","foodsup","M",19890
